chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF4_SC_2021;2021;TRF4;TRF 4ª Região;SC;0;61923;1733;36470;6949;1122;64;901;14684;183165;4718;47282;68732;8470;301;4091;49571;11274;0;0;11274;29210;36;29174;37558;30;37528;21481;186246;292;140181;45773;197393;687;175540;21166;100224;4034;104258;137013;418116;137013;672987;321224583;49486701; -   ;271737882;0;0;9;87;0;0;9;0;2;85;904;41;0;0;863;0;0;850;54;904;0;0;0;0;0;0;0;0;0;0;0;0;14147;867;41;75788;1914;29827;17937;2243;741;40;23086;30677;45;30632;148406;279;106217;41910;254871;281103;212371;236934;207979;236153;78;428570889000;7338473;0,00075;43,77267;1,15492;11,75994;2396,54929;7760,86351;2877,11167;259,78447;0,90339;0,62928
TRF4_TRU_2021;2021;TRF4;TRF 4ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1559827628000;30402587;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF4_2º Grau_2021;2021;TRF4;TRF 4ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219645;0;391828;340782870;106455246;8221642;226105982;0;0;0;0;0;0;0;0;0;27;0;0;0;0;589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172183;219645;219645;172183;219645;172183;0;1559827628000;30402587;0,00022;11,20901;0,08881;1,93734;;;;0,00000;;
TRF4_total_2021;2021;TRF4;TRF 4ª Região;total;1;260264;9709;138374;35241;6735;689;4715;64801;1021313;20069;197003;589577;35731;2889;18079;157965;46128;0;0;46128;117180;115;117065;144757;110;144647;84960;712986;1906;554134;156946;782104;3501;696771;81832;397140;20023;417163;548251;2168030;548251;3314014;2409579148;327889750;13994809;2043327576;10;0;35;352;0;0;34;0;5;385;3772;176;5;0;5192;82;0;3505;185;3772;3;0;2;0;5;0;0;0;0;0;1508;0;60021;2610;176;286304;10061;118436;68781;9104;4147;484;75291;123820;170;123650;563475;1056;417483;144936;1145984;1619779;1030202;1077203;1009234;1072572;328;1559827628000;30402587;0,00154;79,25573;1,26634;17,07749;2274,73007;8089,14733;2590,83292;163,67084;0,87314;0,67971
TRF5_SE_2021;2021;TRF5;TRF 5ª Região;SE;0;7896;132;4628;1219;26;4;50;1837;32342;679;8719;19314;44;22;189;3375;469;0;0;469;6861;0;6861;9624;0;9624;800;35736;3;23512;12221;29671;14;18846;10811;3481;5;3486;4755;71637;4755;112939;80661099;16704376;683643;63273080;4;1;3;6;0;0;1;0;0;13;188;11;23;0;200;158;16;4;10;188;19;2;0;2;23;0;0;0;0;0;3390;470;226;68;11;8480;186;3487;2711;24;54;3;2015;6215;1;6214;26607;2;13741;12864;41302;66882;47568;38591;47357;38534;10;51861397000;2338474;0,00156;34,49305;0,55041;8,55259;2965,81338;9755,43628;3525,11836;175,43500;0,80416;0,63865
TRF5_AL_2021;2021;TRF5;TRF 5ª Região;AL;0;22185;192;7426;5799;85;1;54;8628;70763;1088;11711;45968;55;7;376;11558;569;0;0;569;15496;0;15496;27422;1;27421;7951;77908;3;48737;29168;43222;21;24861;18340;1364;6;1370;9890;141407;9890;241909;108424920;14136621;2713330;91574969;9;8;3;5;0;0;1;1;0;23;281;1;35;3;318;185;73;0;23;281;13;14;0;8;35;2;1;0;0;3;132;150;0;0;1;18103;193;5558;4327;30;19;0;7976;11490;0;11490;70909;10;41845;29054;100502;131517;85549;96175;85166;96156;20;76265620000;3365351;0,00142;32,21801;0,68303;9,44924;3114,23304;10156,80672;4453,65045;279,91195;0,88929;0,56151
TRF5_PE_2021;2021;TRF5;TRF 5ª Região;PE;0;34852;488;19808;8917;196;8;249;5186;154120;1837;38181;96094;404;87;919;16598;1402;0;0;1402;17903;0;17903;36436;0;36436;1977;97162;8;65237;31917;73480;28;46275;27177;6277;221;6498;9877;264036;9877;384739;282248831;48886834;430110;232931887;21;10;9;20;0;0;4;1;2;54;772;19;163;4;920;588;53;95;36;772;118;17;23;5;163;4;0;0;0;4;5260;830;320;500;19;31080;642;14928;10715;261;113;25;4396;11504;0;11504;78119;20;48169;29930;120703;254159;158065;109988;157059;109850;47;220813522000;9674793;0,00128;29,17363;0,55337;9,50925;2033,59291;7235,95474;2346,08482;118,69457;0,82718;0,67577
TRF5_RN_2021;2021;TRF5;TRF 5ª Região;RN;0;13384;518;7168;2943;96;126;45;2488;59975;1638;15883;35565;244;182;333;6130;979;0;0;979;7677;1;7676;18127;0;18127;53;62861;11;36165;26685;35698;40;20032;15626;3060;278;3338;4370;113800;4370;186572;134509939;24918129;230322;109361488;12;6;3;8;0;0;2;0;0;27;303;5;32;1;331;174;37;77;15;303;19;4;6;3;32;0;0;1;0;1;948;248;481;51;5;12841;592;6087;3006;90;66;25;2975;9213;1;9212;50718;21;26397;24300;72772;109430;73865;69766;73350;69675;24;80180733000;3560903;0,00168;37,77411;0,74577;9,29540;1986,86920;6745,55246;2692,55281;192,02115;0,83362;0,60084
TRF5_CE_2021;2021;TRF5;TRF 5ª Região;CE;0;30639;602;15058;10050;51;4;103;4771;136868;2313;27592;95021;347;47;599;10949;1179;0;0;1179;23811;1;23810;37522;1;37521;3414;123898;33;92526;31339;85268;206;60911;24151;7916;255;8171;12764;259658;12764;404003;279630916;46555464;673227;232402225;24;18;9;9;0;0;3;2;1;54;615;11;118;8;730;333;162;87;33;615;65;38;12;3;118;6;0;2;0;8;3522;282;41;3;11;22037;750;11072;5533;85;97;17;4483;23011;0;23011;99297;49;70605;28643;144345;246894;151873;138812;151227;138698;46;194884802000;9240580;0,00143;30,26119;0,58574;7,89994;2563,77560;7442,35975;2629,08341;166,21096;0,78515;0,64674
TRF5_PB_2021;2021;TRF5;TRF 5ª Região;PB;0;17485;356;7704;7340;24;0;78;1983;83171;1438;18700;54873;63;7;346;7744;855;0;0;855;13301;0;13301;39415;0;39415;4760;72035;10;43168;28857;56685;10;35706;20969;5190;135;5325;10940;179271;10940;265693;155755425;24233950;3839673;127681802;15;7;3;4;0;0;1;0;0;27;324;9;31;2;348;98;67;144;15;324;2;3;23;3;31;0;0;2;0;2;1016;675;1626;90;9;13804;469;5500;5756;31;35;3;2010;13865;0;13865;58753;8;32069;26676;86422;168331;113458;80666;113105;80628;24;77470331000;4059905;0,00201;38,36430;0,67638;8,57163;2395,80309;8683,99922;2966,32000;208,49713;0,81051;0,65842
TRF5_TRU_2021;2021;TRF5;TRF 5ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86320800;0;0;86320800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;701476405000;32240006;0,00012;2,67744;0,00000;0,00000;;;;;;
TRF5_2º Grau_2021;2021;TRF5;TRF 5ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81697;0;119513;173107792;45787701;1437730;125882361;0;0;0;0;0;0;0;0;0;15;0;0;0;0;403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37816;81697;81697;37816;81697;37816;0;701476405000;32240006;0,00025;5,36935;0,04653;1,25000;;;;0,00000;;
TRF5_total_2021;2021;TRF5;TRF 5ª Região;total;1;126441;2288;61792;36268;478;143;579;24893;537239;8993;120786;346835;1157;352;2762;56354;5453;0;0;5453;85049;2;85047;168546;2;168544;18955;469600;68;309345;160187;324024;319;206631;117074;27288;900;28188;52596;1111743;52596;1715690;1540808575;221223075;10008035;1308654443;85;50;30;52;0;0;12;4;3;213;2483;56;402;18;4251;1536;408;407;132;2483;236;78;64;24;402;12;1;5;0;18;14268;2655;2694;712;56;106345;2832;46632;32048;521;384;73;23855;75298;2;75296;384403;110;232826;151467;603947;1059147;712312;571899;709198;571442;171;701476405000;32240006;0,00220;47,79182;0,66067;13,18548;2403,25546;7920,32894;2874,89198;115,44295;0,82335;0,63702
TRF_total_2021;2021;TRF;TRF;total;1;1107315;30151;573679;263254;23108;1115;8515;207493;6601296;128035;1162185;4400470;235121;4912;32982;637591;233388;2850536;316792;3400716;440837;233;440604;765225;199;765026;267603;2923217;2853;2429539;489442;3619249;6630;3220650;390501;1119378;27882;1147260;4815579;12205100;4815579;16186545;12369100765;1970390336;46524765;10283362056;534;261;214;757;0;0;92;13;14;1781;17338;690;1144;55;28100;7724;1916;6865;833;17338;553;198;343;50;1144;28;10;17;0;55;106371;26274;108463;10654;690;1090821;33404;485122;319628;36809;6405;810;208643;421148;273;420875;1949606;1874;1544602;402460;3981445;7389521;5839587;3661817;5801693;3654602;1447;8154548786000;191905716;0,00152;64,45405;0,92806;14,64261;2296,18798;9164,45888;2101,19350;108,20025;0,75435;0,77072
TRF1_DF_2022;2022;TRF1;TRF 1ª Região;DF;0;55432;547;29984;6942;1402;39;64;16454;282656;2227;74876;130974;14153;92;214;60120;11354;0;0;11354;8904;7;8897;17947;5;17942;9475;36531;50;34167;2314;88572;110;87154;1308;22875;23;22898;43727;389175;43727;475237;372054168;83915819;2110249;286028100;34;11;9;5;0;0;10;0;2;47;449;31;70;0;488;335;65;25;24;449;57;8;2;3;70;0;0;0;0;0;8460;1550;387;923;31;50377;627;29519;11064;1102;61;18;7986;5958;3;5955;29727;65;27526;2136;86062;345448;214474;74998;214168;74919;40;315700591459;2923369;0,00118;127,26897;1,60080;16,69307;1820,31796;11240,18695;1994,94814;164,14754;0,87105;0,82252
TRF1_GO_2022;2022;TRF1;TRF 1ª Região;GO;0;33562;767;16752;11216;941;6;214;3666;198441;2963;31222;139223;10149;27;581;14276;5073;0;0;5073;13042;16;13026;9954;12;9942;3018;65062;50;59978;5034;105981;168;100455;5358;32514;65;32579;40670;314376;40670;423475;280992851;41445174;519423;239028255;12;7;5;13;0;0;1;0;1;36;445;23;57;2;481;193;49;181;22;445;14;8;35;0;57;0;0;2;0;2;3790;1285;2950;343;23;36744;800;13492;17882;1501;133;8;2928;12254;11;12243;60101;56;57191;2854;109099;273706;134483;91217;133875;91076;31;296649325182;6950976;0,00095;40,42495;0,51452;6,91989;2865,56625;12818,34894;3093,68327;201,34096;0,98196;0,75865
TRF1_MT_2022;2022;TRF1;TRF 1ª Região;MT;0;26809;926;15442;6204;1934;16;121;2166;125166;3774;24485;80774;7568;98;439;8028;5007;0;0;5007;7024;6;7018;15148;7;15141;3007;25585;43;23858;1684;42077;130;39876;2071;12151;65;12216;20230;182391;20230;234343;170587773;18828527;124903;151634343;7;4;3;12;0;0;0;0;0;26;324;16;26;3;337;118;43;155;8;324;5;3;15;3;26;0;2;1;0;3;2469;833;2362;137;16;19488;969;12836;3273;478;66;10;1856;5213;3;5210;27251;54;26296;901;51952;162161;81387;48679;80850;48603;23;256780002738;3784239;0,00066;45,07849;0,67859;8,90536;2129,51127;9413,45426;2056,13294;138,69139;0,89207;0,78158
TRF1_AC_2022;2022;TRF1;TRF 1ª Região;AC;0;2793;300;1521;571;94;2;19;286;17669;1129;3490;10154;1417;14;64;1401;645;0;0;645;160;0;160;160;1;159;0;22240;20;17288;4932;26963;52;21260;5651;2098;43;2141;2786;44792;2786;63001;61852048;9916099;1815654;50120295;3;2;0;2;0;0;1;0;0;6;89;4;5;0;90;57;17;15;0;89;2;1;2;0;5;0;0;0;0;0;1009;261;70;0;4;3363;343;1434;1211;130;29;2;214;1943;1;1942;12903;22;8906;3975;18209;42006;31852;16998;31774;16967;6;23516534504;829780;0,00263;74,54030;0,77360;10,84625;3083,57234;9486,88434;2533,96927;180,73333;0,64978;0,73290
TRF1_AM_2022;2022;TRF1;TRF 1ª Região;AM;0;12572;679;7938;1962;334;13;110;1536;79609;3814;16086;48348;3703;132;459;7067;3704;0;0;3704;4650;1;4649;2952;3;2949;904;24398;45;17234;7119;38591;178;30838;7575;8975;792;9767;14375;121152;14375;155094;109159279;14383711;1433934;93341634;6;2;3;5;0;0;1;0;0;15;173;19;29;1;184;84;28;49;12;173;12;8;8;1;29;0;0;1;0;1;4435;480;1761;88;19;11046;699;6082;2993;198;41;15;1018;3602;2;3600;19294;61;15693;3540;33942;106777;58429;30949;57838;30893;12;144712759420;3952262;0,00075;27,61944;0,38355;4,65556;2318,63001;12216,56151;2495,29067;164,89130;0,82067;0,79575
TRF1_AP_2022;2022;TRF1;TRF 1ª Região;AP;0;4968;198;2207;948;296;2;88;1229;25777;1374;7228;11800;1370;2;150;3853;816;0;0;816;0;0;0;0;0;0;0;14165;26;12390;1749;17479;64;16982;433;2169;12;2181;2997;43256;2997;62023;78440372;7593864;67766;70778742;3;3;0;3;0;0;0;0;0;9;135;7;6;0;134;67;28;40;0;135;6;0;0;0;6;0;0;0;0;0;1481;540;472;0;7;6430;538;2253;2182;194;28;1;1234;0;0;0;12337;39;10716;1582;18767;40259;28459;16585;28307;16556;9;22114209288;774268;0,00355;101,30907;1,15425;17,30667;1797,58584;6940,03525;2099,92489;140,05224;0,98087;0,69742
TRF1_PA_2022;2022;TRF1;TRF 1ª Região;PA;0;21413;1126;12347;4686;779;14;321;2140;157496;7565;23604;110990;6325;81;779;8152;6855;0;0;6855;19054;5;19049;20751;3;20748;3394;98724;102;94144;4478;108562;381;106123;2058;17433;11;17444;27693;286809;27693;405133;220143046;29922346;3621676;186599024;7;6;6;20;0;0;0;0;0;38;384;17;39;1;407;108;51;208;17;384;6;7;25;1;39;0;0;1;0;1;2501;1128;2440;39;17;22292;1839;10485;7625;642;93;17;1591;13930;3;13927;82102;97;79160;2845;118324;259116;148126;110699;147266;110589;32;289252677961;8442962;0,00076;26,07415;0,45248;4,82058;3500,43721;11456,95475;3228,58922;256,49631;0,86896;0,71820
TRF1_RO_2022;2022;TRF1;TRF 1ª Região;RO;0;10013;824;4664;2714;556;69;159;1027;58514;3947;11798;35587;2410;212;446;4114;2106;0;0;2106;5994;4;5990;5401;0;5401;938;20212;51;17068;3093;31130;168;28224;2738;6671;308;6979;10023;95045;10023;127159;112037209;11084012;7092690;93860507;4;2;0;10;0;0;0;0;0;16;170;12;27;1;186;56;22;82;10;170;6;8;13;0;27;0;1;0;0;1;1315;942;2167;69;12;12684;1020;4591;5866;292;87;54;774;3457;4;3453;15973;34;12502;3437;32114;85022;49435;26248;48777;26107;16;63999761850;1616379;0,00175;69,31370;0,98088;11,50720;1632,12459;7461,52843;1807,46587;154,06989;0,94812;0,75776
TRF1_RR_2022;2022;TRF1;TRF 1ª Região;RR;0;4002;322;1864;495;94;1;65;1161;17343;1458;2890;9431;1191;18;206;2149;644;0;0;644;0;0;0;0;0;0;0;4623;14;4515;94;6842;37;6663;142;1061;17;1078;1722;24185;1722;31437;43058360;5986246;712042;36360072;3;2;0;1;0;0;0;0;0;6;69;4;8;0;73;58;11;0;0;69;4;4;0;0;8;0;0;0;0;0;1012;563;0;0;4;3465;263;1350;1350;134;14;1;353;1;0;1;3786;19;3732;35;7252;22463;13032;5902;12808;5887;6;20026797292;634805;0,00215;67,82927;0,92575;11,49959;1242,87179;5349,24942;1233,85315;99,32877;0,84070;0,76934
TRF1_TO_2022;2022;TRF1;TRF 1ª Região;TO;0;7834;325;4325;1972;183;11;95;923;36150;1197;4738;25869;1856;23;250;2217;1251;0;0;1251;3806;5;3801;2764;2;2762;848;16838;15;16337;486;19213;28;18606;579;4427;39;4466;6565;58127;6565;86509;82698210;7562482;1322275;73813453;2;2;3;4;0;0;0;0;0;11;146;5;16;0;157;55;26;56;9;146;0;5;11;0;16;0;0;0;0;0;756;353;612;120;5;8709;524;4536;2674;226;38;3;708;3511;4;3507;16162;20;15975;167;28382;51562;25693;25708;25420;25667;8;56970106503;1584306;0,00145;52,19838;0,68670;9,90970;2938,90994;10182,68776;3156,43776;158,41401;1,00807;0,69002
TRF1_BA_2022;2022;TRF1;TRF 1ª Região;BA;0;46600;1134;25225;13026;1191;9;203;5812;316771;6011;68377;200089;14956;50;742;26546;11961;0;0;11961;27526;5;27521;31052;3;31049;6635;200169;43;185800;14326;315827;149;303395;12283;58523;130;58653;77249;663650;77249;886042;464697141;58284221;2511465;403901455;16;12;13;35;0;0;1;0;0;74;715;30;117;4;806;273;80;330;32;715;29;8;77;3;117;1;1;2;0;4;4100;689;5289;851;30;38711;1545;22381;9702;1041;101;13;3928;21703;6;21697;161978;28;150422;11528;222392;586401;386312;212690;385520;212576;61;387956357372;14659023;0,00120;31,70042;0,50744;5,49832;3683,33266;13555,72291;3264,76289;248,99380;0,81327;0,75916
TRF1_MA_2022;2022;TRF1;TRF 1ª Região;MA;0;17761;543;8062;5238;901;2;74;2941;105396;4928;24041;58548;7071;32;362;10414;4387;0;0;4387;12699;3;12696;30913;3;30910;13164;90557;32;89745;780;149852;121;148153;1578;14626;5;14631;32182;286161;32182;419912;198052025;21013102;164160;176874763;7;9;6;14;0;0;1;1;0;35;305;20;49;1;335;116;50;118;21;305;16;15;18;0;49;0;0;1;0;1;3864;896;2381;202;20;16551;874;8543;4947;541;50;7;1589;34373;4;34369;82827;30;82552;245;133751;253979;195431;128804;195037;128747;29;137505984447;6800605;0,00144;29,12271;0,50850;4,92603;3655,98131;12404,26354;3476,08721;296,65075;0,91747;0,71977
TRF1_PI_2022;2022;TRF1;TRF 1ª Região;PI;0;10970;408;6392;2875;658;0;95;542;76066;2139;19468;46423;3393;6;364;4273;3092;0;0;3092;7739;1;7738;18173;2;18171;1896;69028;13;68888;127;128752;33;127870;849;7290;1;7291;12279;222991;12279;299261;151603951;14451474;1076819;136075658;5;6;3;10;0;0;0;0;0;24;247;15;37;1;270;86;39;105;17;247;7;5;24;1;37;0;0;1;0;1;2301;797;2123;250;15;7445;684;4898;1130;195;27;1;510;11179;1;11178;57646;24;57077;545;76270;210712;164289;75140;163919;75112;21;70445064139;3270174;0,00215;46,35960;0,72084;8,25644;3851,43295;13119,82754;3163,96524;241,07778;0,81366;0,75884
TRF1_TRU_2022;2022;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2085630172156;56223148;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF1_2º Grau_2022;2022;TRF1;TRF 1ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430479;0;504949;603624470;118731955;2438017;482454498;0;0;0;0;0;0;0;0;0;27;0;0;0;0;657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74470;430479;430479;74470;430479;74470;0;2085630172156;56223148;0,00029;10,73623;0,04802;1,16856;;;;0,00000;;
TRF1_total_2022;2022;TRF1;TRF 1ª Região;total;1;254729;8099;136723;58849;9363;184;1628;39883;1497054;42526;312303;908210;75562;787;5056;152610;56895;0;0;56895;110598;53;110545;155215;41;155174;43279;688132;504;641412;46216;1079841;1619;1035599;42623;190813;1511;192324;292498;3164851;292498;4365397;2949000905;443119031;25011073;2436580507;109;68;51;134;0;0;15;2;3;368;3651;202;486;14;6384;1606;509;1364;172;3651;164;80;230;12;486;1;4;9;0;14;37493;10317;23014;3022;202;237305;10725;122400;71899;6674;768;150;24689;117124;42;117082;582087;549;547748;33790;1200546;2872353;1964143;1128647;1958300;1127729;294;2085630172156;56223148;0,00141;52,45172;0,65453;11,35475;2905,20468;11540,91921;2784,37508;128,35088;0,86905;0,75874
TRF2_RJ_2022;2022;TRF2;TRF 2ª Região;RJ;0;94549;1613;43307;21565;5958;14;840;21252;436839;6095;81200;253464;33111;122;2783;60064;21335;0;0;21335;32595;7;32588;30036;3;30033;11954;184582;142;132595;51845;267649;444;240644;26561;129867;1576;131443;164732;734524;164732;1055105;1181103022;269755536;7214617;904132869;66;34;24;102;0;0;22;2;0;202;1929;108;90;10;1921;1183;193;464;89;1929;53;11;23;3;90;6;1;3;0;10;24605;4000;9790;1120;108;131403;2302;41213;64320;5283;493;33;17759;30419;8;30411;158759;109;112441;46209;320581;569792;316328;256261;313423;255735;178;1044437389346;16615526;0,00113;71,08430;1,21684;11,56148;1149,67071;5573,25264;1625,84440;151,04737;1,03952;0,70828
TRF2_ES_2022;2022;TRF2;TRF 2ª Região;ES;0;25644;375;11994;8141;367;4;244;4519;118780;1389;22378;80891;3290;48;742;10042;4796;0;0;4796;12082;2;12080;11732;0;11732;2468;56865;42;40662;16161;85076;67;74439;10570;35736;877;36613;43877;215588;43877;305142;187656199;38297909;911427;148446863;14;4;6;17;0;0;3;0;1;37;358;13;22;2;369;125;33;176;24;358;6;2;12;2;22;1;1;0;0;2;1323;171;2737;370;13;30919;580;10486;14804;674;158;2;4215;14529;3;14526;44106;43;31857;12206;89554;171711;90820;74750;90030;74590;32;205010697318;3975100;0,00092;47,20792;0,93665;9,28279;1931,51714;8747,23425;2353,19455;203,31978;0,90929;0,73098
TRF2_TRU_2022;2022;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1249448086664;20590626;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF2_2º Grau_2022;2022;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76891;0;132367;429964724;132748578;24461530;272754616;0;0;0;0;0;0;0;0;0;34;0;0;0;0;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55476;76891;76891;55476;76891;55476;0;1249448086664;20590626;0,00034;20,88158;0,16512;4,01153;;;;0,00000;;
TRF2_total_2022;2022;TRF2;TRF 2ª Região;total;1;120193;1988;55301;29706;6325;18;1084;25771;555619;7484;103578;334355;36401;170;3525;70106;26131;0;0;26131;44677;9;44668;41768;3;41765;14422;241447;184;173257;68006;352725;511;315083;37131;165603;2453;168056;208609;1027467;208609;1493265;2139663733;440802023;32587573;1636095602;80;38;30;119;0;0;25;2;1;273;2287;121;112;12;4459;1308;226;640;113;2287;59;13;35;5;112;7;2;3;0;12;25928;4171;12527;1490;121;162322;2882;51699;79124;5957;651;35;21974;44948;11;44937;202865;152;144298;58415;465798;818858;484503;386674;480808;385988;210;1249448086664;20590626;0,00171;103,91446;1,32585;21,65549;1268,17272;6054,32305;1736,08657;81,89886;1,00981;0,71325
TRF3_MS_2022;2022;TRF3;TRF 3ª Região;MS;0;17670;1987;6401;5045;1470;26;202;2539;121103;11110;23558;70290;5561;125;564;9895;6478;0;0;6478;6204;5;6199;7601;3;7598;1699;22451;9;16257;6185;54525;34;40390;14101;10631;248;10879;19056;183229;19056;223699;121921553;19166691;0;102754863;18;2;6;6;0;0;1;0;0;31;228;9;20;0;239;132;25;54;17;228;10;3;5;2;20;0;0;0;0;0;2513;407;0;405;9;19592;2128;8083;5782;1254;103;160;2082;5501;3;5498;15377;9;11756;3612;40470;164173;93883;34688;93194;34425;25;156455082319;2833742;0,00078;43,02493;1,09183;8,43408;1245,80431;8417,42280;1397,68780;146,31381;0,87159;0,83395
TRF3_SP_2022;2022;TRF3;TRF 3ª Região;SP;0;217842;4450;105604;65804;4446;90;1363;36085;2156367;19703;296249;1630982;50179;243;3216;155795;85892;0;0;85892;59705;19;59686;139058;12;139046;74143;266562;57;207310;59195;895429;180;735794;159455;385818;3911;389729;549764;3190854;549764;3667625;1943969244;289440678;0;1654528566;189;77;44;26;0;0;16;3;1;316;3174;100;106;6;3186;2263;517;263;131;3174;76;11;16;3;106;6;0;0;0;6;22402;9843;2768;1591;100;258752;5596;97286;106970;5914;668;85;42233;61916;56;61860;156103;83;128162;27858;476771;2641090;1010108;369801;1006649;369048;273;2992318098905;46024937;0,00065;42,23730;0,68756;6,92233;1417,79220;12678,25231;1517,20965;130,21186;0,85642;0,88033
TRF3_TRU_2022;2022;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3148773181225;48858679;0,00000;0,00000;0,00000;0,00000;;;;;;
